Address,Volume,Number_of_Transactions,Number_of_Received_Transactions,Number_of_Sent_Transactions,Amount Received,Amount_Sent,Mean_of_Received,Mean_of_Sent,Stddev_of_Received,Stddev_of_Sent,Maximum_Amount_of_Sent_&_Received,Last_Balance
0xB07EE4Aaa7916D305d8fCB1D7Aa598Acbd648Ce8,1674825,2,2,0,1674825,0,837412.5,0,404369.5,0,1241782,1674825
0xEF8721B621446a598C08e80A3f30560cB5d24240,2640,1,0,1,0,2640,0,2640.0,0,0.0,2640,0
0x595b45c8D1a42FE93e6C2332501ffFb9eeCa3125,2640,1,1,0,2640,0,2640.0,0,0.0,0,2640,2640
0xB3b2b2347e6FD09cA7Ff850F79FF6F7074c535C6,50103,1,1,0,50103,0,50103.0,0,0.0,0,50103,50103
0xf081470f5C6FBCCF48cC4e5B82Dd926409DcdD67,7485137,10,5,5,3742569,3742568,748513.8,748513.6,1156933.3138317699,1156932.9159671445,3050028,1
0x4b7b44185F46F45E5348f72bF28f37Ff5B90C679,6100054,3,1,2,3050027,3050027,3050027.0,1525013.5,0.0,525013.5,3050027,0
0x63756A3C3BF677BAAB9D9e06457402ED05BE8570,190599675,244,123,121,95775023,94824652,778658.7235772358,783674.8099173554,167310.6305613428,159609.78693911276,948770,950371
0x58C2Fa3E7Cfe14A2E41Ce2F206ddfdE4daa21971,13996,4,2,2,6998,6998,3499.0,3499.0,2.0,2.0,3501,0
0x9a41DeA12BaC583Fa1b5e86480E0410226E8D8F1,2489043,7,0,7,0,2489043,0,355577.5714285714,0,117294.8608834738,500000,0
0x1d943D54B2A4623049B30725D6789b80BaC394B0,24046,2,1,1,12023,12023,12023.0,12023.0,0.0,0.0,12023,0
0xc914A198011d21Dc71A101A6d511F5fF61A04725,2013274,3,2,1,1006637,1006637,503318.5,1006637.0,500671.5,0.0,1006637,0
0x5D8EFE57Afc90BD1d28949EAbb19E27dd384098b,107425,1,1,0,107425,0,107425.0,0,0.0,0,107425,107425
0x7671D0A9CE2Da84A1d33d502AB0Eb5E285C5b3ba,301222,3,2,1,150611,150611,75305.5,150611.0,52577.5,0.0,150611,0
0xFa4a957aC53126B2823F2Bbd449C535162b4BAf3,22618,1,1,0,22618,0,22618.0,0,0.0,0,22618,22618
0xe19D817FD1BCEDAc50101EfcCEA9398BCa697565,1018069,1,0,1,0,1018069,0,1018069.0,0,0.0,1018069,0
0xBFD06611b23CF04dC005a0a7Ed3AE3580A4Ea5Be,2036138,2,1,1,1018069,1018069,1018069.0,1018069.0,0.0,0.0,1018069,0
0xaf9B571e36543BE67FbcC979F6d52A2dbB2E2C56,5845878,6,3,3,2922939,2922939,974313.0,974313.0,43393.55728676781,43393.55728676781,1017252,0
0xFA858B66B369191cbB312Fc11014aF6019591f4b,3676842,2,1,1,1838421,1838421,1838421.0,1838421.0,0.0,0.0,1838421,0
0x49eCb3f6EAF0a9B69f4650C76581f8a69B4A94C3,1077132,2,1,1,538566,538566,538566.0,538566.0,0.0,0.0,538566,0
0x8239D0F65D7bf30AC5AD26C959673EEF64dAb46e,14671150,4,2,2,7335575,7335575,3667787.5,3667787.5,24697.5,24697.5,3692485,0
0x9f3B158a76e9c517857252386f5cE72Ef9a5f696,8108,1,0,1,0,8108,0,8108.0,0,0.0,8108,0
0xdA278B74bbD624b8384dc3a6AA9E30C46E35067A,8108,1,1,0,8108,0,8108.0,0,0.0,0,8108,8108
0x03F911AeDc25c770e701B8F563E8102CfACd62c0,3676842,2,1,1,1838421,1838421,1838421.0,1838421.0,0.0,0.0,1838421,0
0x789d669DE103627f47b02f5404444510F27f1421,7385164,4,2,2,3692582,3692582,1846291.0,1846291.0,1796799.0,1796799.0,3643090,0
0x0b3E4D65d2AA7d4658449713b75858Ca71B39B1D,772355,1,1,0,772355,0,772355.0,0,0.0,0,772355,772355
0xCDf2198200D95831d9Be66f05FB5Fb42e9d8a5aF,17902,1,0,1,0,17902,0,17902.0,0,0.0,17902,0
0xb4af5Fd36CC78271f248b3976d930F64096EF388,17902,1,1,0,17902,0,17902.0,0,0.0,0,17902,17902
0x05F77C3aD3D6Dd7c8547CA2722828e516D7e0FAd,105074,2,1,1,52537,52537,52537.0,52537.0,0.0,0.0,52537,0
0x157bc4B7a190E3106ea772662e7C6aEFE724F722,4951974,2,0,2,0,4951974,0,2475987.0,0,2375987.0,4851974,0
0x19148dC0CA9A606D193C6867E376E2d5F6B9656F,9903948,3,2,1,4951974,4951974,2475987.0,4951974.0,2375987.0,0.0,4951974,0
0x315E2E2EB4da7a3A8FB30a329e6D8254eFb98C09,552131,2,2,0,552131,0,276065.5,0,275965.5,0,552031,552131
0xC35bf065c755C4eC5DAF93CEE18d6FDd7698d763,27821,1,1,0,27821,0,27821.0,0,0.0,0,27821,27821
0x3972ACD8c32f269bB219C7ef1fb23BDd5d972303,29022,1,1,0,29022,0,29022.0,0,0.0,0,29022,29022
0xE4aF98C8717c5f8c8423962B16585BA567267105,1930000,2,0,2,0,1930000,0,965000.0,0,585000.0,1550000,3471
0xf052a6a20c95FC843bCEF91be8F1F9bCdd8472FA,2074,1,1,0,2074,0,2074.0,0,0.0,0,2074,2074
0xc45aa635efF50dCB7B14067B103f759229C6E442,206160000,17,9,8,103080000,103080000,11453333.333333334,12885000.0,6091711.126148748,4855464.704845459,25000000,0
0xcE178dCAAe8559F676333255d2cb6b5Dbe705184,1528000,2,1,1,764000,764000,764000.0,764000.0,0.0,0.0,764000,0
0x9990Ba857d66E6E23432B6dce236e760c9a0713A,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x2DB871C6427739640607eeC851F08056b8182b11,1500450,4,3,1,1430450,70000,476816.6666666667,70000.0,624823.1220824729,0.0,1360450,1360450
0xFFd0168eAb0d8C5aE3d3e5E7D1D6D414490A430a,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xFBA3CaD55a7A745869dC483801E7854AD42Ff72C,262236,1,0,1,0,262236,0,262236.0,0,0.0,262236,0
0x2fA0fD7F2Fb7377b22ceFD59F0A3C37e65DBD513,2004684,1,0,1,0,2004684,0,2004684.0,0,0.0,2004684,0
0x250BfCa18818b8bE8e8BbB0e64D8CDF8A8e520cf,4009368,2,1,1,2004684,2004684,2004684.0,2004684.0,0.0,0.0,2004684,0
0xB3055F3eb43433257d7F21107337e9FD51F1DA7e,1500403,3,3,0,1500403,0,500134.3333333333,0,379426.0005238908,0,972132,1974404
0x0E0afAfBa053B59Dc8fCf05Af574d4e6e007302C,2014021,1,0,1,0,2014021,0,2014021.0,0,0.0,2014021,0
0x6F2819E88603dF47Ef0A54Ca65a8B7fABCb0a8c5,526338,2,1,1,263169,263169,263169.0,263169.0,0.0,0.0,263169,0
0x4Aef18AB933E73D553E198946C2e2C9D1deC1710,8658,2,1,1,4329,4329,4329.0,4329.0,0.0,0.0,4329,0
0x879fdD3c36705a0A68BC5cbb28D1a4609D42BE87,2296393,6,2,4,869145,1427248,434572.5,356812.0,54971.5,226917.08473360926,653624,0
0xdAAf7050e089174AaEb16235b49ECb084943246B,24374542,14,14,0,24374542,0,1741038.7142857143,0,814773.0472708711,0,4052640,24374542
0xD42661D4e7cC5e9764A24b66FB89DBe7b5D89aE1,21332422,2,1,1,10666211,10666211,10666211.0,10666211.0,0.0,0.0,10666211,0
0x8E36f3Fd4E8Ae76dDB4e79793dFD43A2D239D445,376318,3,0,3,0,376318,0,125439.33333333333,0,53601.48655484183,200000,0
0x57150bf8F636514cE1c94522F5aDD00247369443,19151800,2,1,1,9575900,9575900,9575900.0,9575900.0,0.0,0.0,9575900,0
0x04907dD5165e3d168B2190e7C840B2D0E1A6a9cC,3774000000,33,17,16,1887000000,1887000000,111000000.0,117937500.0,155667821.29982835,160771759.31658515,505000000,0
0xE5bec8FC570D864a928C7aa2552C28403053953D,536018,8,3,5,268009,268009,89336.33333333333,53601.8,58866.97583157772,10267.84139729476,171629,0
0x2a3DD3EB832aF982ec71669E178424b10Dca2EDe,278009,4,2,2,96380,181629,48190.0,90814.5,10905.0,80814.5,171629,9995025
0xe0AEe3790d4C7265aC97acF20Cbff78fb220CC75,3111274,3,2,1,1555637,1555637,777818.5,1555637.0,375568.5,0.0,1555637,0
0xA25177eB0328cb59334e94A9a1116e3b1ea62158,48085,1,1,0,48085,0,48085.0,0,0.0,0,48085,94695
0x30aD19A33eAAC39EEF50C612c5b4e5347F4BF918,138394215,9,2,7,37894215,100500000,18947107.5,14357142.857142856,11638847.5,9026604.668242354,35000000,60775635
0x744ee4D623607663E8fcF734d34C709D1CEBd619,10000000,2,1,1,5000000,5000000,5000000.0,5000000.0,0.0,0.0,5000000,0
0x0774769FBF597E393a288e67aF6C9F1f8BF80193,548799,2,2,0,548799,0,274399.5,0,222972.5,0,497372,548799
0x6ba7Fe01EeC4C6A4308C8E2B35970e0488ce9a86,178641096,46,32,14,89320548,89320548,2791267.125,6380039.142857143,6536940.527339804,10308115.351441316,35397548,0
0x8Cf488240aA2a231A149b0E69E6862B61ad78E01,23053404,3,2,1,11526702,11526702,5763351.0,11526702.0,3956637.0,0.0,11526702,0
0x9eCB52EB8f3d6648cD13235850A7221f57ca9623,30000000,2,1,1,15000000,15000000,15000000.0,15000000.0,0.0,0.0,15000000,0
0xA5DF8b9C6979a41d05dC1aB1a45875D57CFF70FF,15000000,2,1,1,7500000,7500000,7500000.0,7500000.0,0.0,0.0,7500000,0
0x02Fa97F7Afc4a7BB4533508b44667CDd8F91FB13,167658,1,0,1,0,167658,0,167658.0,0,0.0,167658,0
0xe7c75b1674eb491be1C4211547bAD484dee9cf08,167658,1,1,0,167658,0,167658.0,0,0.0,0,167658,167658
0xF24fC24a134392BA3FAD56685ffaD98692685FF6,24046,2,1,1,12023,12023,12023.0,12023.0,0.0,0.0,12023,0
0x0eb1665dE6473c624dcd087FdEee27418D65eD59,57318,2,2,0,57318,0,28659.0,0,16636.0,0,45295,57318
0xaB27C40e443d52ddac039D89EB89AfEeE30e0De9,2000000,1,1,0,2000000,0,2000000.0,0,0.0,0,2000000,2000000
0x8DB03959B359E756468FA75E747771810B4fc4E6,560000,4,0,4,0,560000,0,140000.0,0,207846.0969082653,500000,675281
0xb79BDFD0289B4e905c3078697887EBd66eB77780,20000,1,1,0,20000,0,20000.0,0,0.0,0,20000,20000
0x54D6Dcc2ABde0FD82D520D5A0D43D56f40B335A4,105074,2,1,1,52537,52537,52537.0,52537.0,0.0,0.0,52537,0
0x7e2F3B873fC2079A9F266967aaaF44D49abb2611,20000,1,1,0,20000,0,20000.0,0,0.0,0,20000,20000
0x0042BFbaFbd7A6B09eb1c0AdE031164490C14F4b,20000,1,1,0,20000,0,20000.0,0,0.0,0,20000,20000
0x1E9DcD315F98c9D0C0fAd71D5C884BE88fAD2cD3,1032191,10,8,2,832191,200000,104023.875,100000.0,8024.711964262331,0.0,110248,1620299
0x841cEc63ce438c4B1d7F6C6EDEFe1D3F9A113191,2002322,3,2,1,1001161,1001161,500580.5,1001161.0,490580.5,0.0,1001161,0
0x683a42E5B414Ae5cF79ece7e369cA5937fdcDC11,2022321,6,2,4,1011161,1011160,505580.5,252790.0,495580.5,193243.6413843933,1001161,1
0xee5aE59450E0a0dDb7C641E5188819244853E28a,913874,2,1,1,456937,456937,456937.0,456937.0,0.0,0.0,456937,0
0xC90fb2F730b4e31E18654ECE88Cc2a47C04a231c,90,2,1,1,89,1,89.0,1.0,0.0,0.0,89,88
0x8d88e4Bb6cF89D75831A88E68eC32C61eAdb05b6,1,1,1,0,1,0,1.0,0,0.0,0,1,1
0xbf32B32A8ca716fc9A2ecA3D4B2eC2E0CD5F531C,24000000,2,1,1,12000000,12000000,12000000.0,12000000.0,0.0,0.0,12000000,0
0x5B442FDbfA96C96a3d6cEC8df2C40d2ea9552847,233271,1,1,0,233271,0,233271.0,0,0.0,0,233271,233271
0x60e24184DB5AdEAE3f10c443040E82b5dF7773Db,2792164,3,2,1,1396082,1396082,698041.0,1396082.0,242258.0,0.0,1396082,0
0x016606Acc6B0cFE537acc221e3bf1bb44B4049Ee,11241428,10,5,5,5622390,5619038,1124478.0,1123807.6,1532517.3820569867,1533024.4985403982,4118134,14027
0xb7E5faf485EE1d509F54d09faaA8590F282423DA,5066554,2,2,0,5066554,0,2533277.0,0,1584857.0,0,4118134,9743314
0x8d8404f8Cca4c8834Ca3caB1E54887ae47724BEE,6186956,5,2,3,3093478,3093478,1546739.0,1031159.3333333334,1020646.0,489939.631047427,2567385,0
0x17CC6042605381c158D2adab487434Bde79Aa61C,4681200,521,520,1,2348584,2332616,4516.507692307692,2332616.0,9109.634555699935,0.0,2332616,15968
0x11796990156415ca014332678d9d60ba6B7508d6,1988776,2,1,1,994388,994388,994388.0,994388.0,0.0,0.0,994388,0
0xb965cefecad58B194473CA3789654b2756f6b579,284000,2,1,1,142000,142000,142000.0,142000.0,0.0,0.0,142000,0
