Address,Volume,Number_of_Transactions,Number_of_Received_Transactions,Number_of_Sent_Transactions,Amount Received,Amount_Sent,Mean_of_Received,Mean_of_Sent,Stddev_of_Received,Stddev_of_Sent,Maximum_Amount_of_Sent_&_Received,Last_Balance
0x39F6a6C85d39d5ABAd8A398310c52E7c374F2bA3,75561686,36,12,24,31903444,43658242,2658620.3333333335,1819093.4166666667,2299146.803302743,3353799.142844847,13626200,1477772
0x81502473742D7230564441c4F81CFF8e40884E96,2035200,3,2,1,1017600,1017600,508800.0,1017600.0,491200.0,0.0,1017600,0
0xb967Bc906ac617cD37bda1f7e7C14916C2AFF920,187666,2,1,1,93833,93833,93833.0,93833.0,0.0,0.0,93833,0
0x8CAEE74Ad17b505d950Ca9fdd0Bc357496f73b3D,1074454,4,2,2,542227,532227,271113.5,266113.5,261113.5,166113.5,532227,10000
0x9b276Cb0AD161b843Ae49AF771686427C126c91E,1064454,4,2,2,532227,532227,266113.5,266113.5,166113.5,166113.5,432227,0
0x8B41BcEEb9858cFBA8139f7C87e2b002B92a3d00,1072518,5,3,2,536259,536259,178753.0,268129.5,183465.28420566837,258129.5,526259,0
0x9a49830db2f79533Ff5A101589465e7183A7c4AE,8491828,2,1,1,3745011,4746817,3745011.0,4746817.0,0.0,0.0,4746817,0
0x3C02290922a3618A4646E3BbCa65853eA45FE7C6,13141472,29,14,15,5609443,7532029,400674.5,502135.26666666666,421653.6643979867,575148.7681891781,2581617,1467194
0x288Db0d6F833eC932B2371CFAa45b222770dDEE8,1378524,2,1,1,689262,689262,689262.0,689262.0,0.0,0.0,689262,0
0x4c1ece38084B64D20C3210c195e5f61683f00325,5319,1,1,0,5319,0,5319.0,0,0.0,0,5319,5319
0x26071cdcE61473253970bD7B678101E58A1e47cB,144647989,146,86,60,72808392,71839597,846609.2093023256,1197326.6166666667,1347590.4679996145,1605560.5887976543,8056800,968804
0x4426B9F5d36E7890EC40d744d9d316a921E42442,247395536,54,27,27,123697768,123697768,4581398.814814814,4581398.814814814,2043802.9712273406,2043802.9712273406,8151975,0
0xd0e5191eA66F2d5B994B158d237E5c8C53754450,76416540,34,17,17,38208270,38208270,2247545.294117647,2247545.294117647,671387.622764513,671387.622764513,2713000,0
0xACa64c90bc51A70000A72d5C2039368C4414f3EA,8177742,4,2,2,4088871,4088871,2044435.5,2044435.5,523592.5,523592.5,2568028,0
0x2DCDe5A147F78Cd7F211A84f8d65EC8d5CdAF0e7,5301198,2,1,1,2650599,2650599,2650599.0,2650599.0,0.0,0.0,2650599,0
0x33bcb161f8E727E968cdaF36737f0102cb80Ba9B,708040,4,2,2,354020,354020,177010.0,177010.0,173958.0,176960.0,353970,0
0x8f053c16beC4f980C3D94D38F815d5b9346e67B0,36114796,61,34,27,18057398,18057398,531099.9411764706,668792.5185185185,224314.9599605746,422424.1499267777,1878834,0
0x461D39A123C44934E8e48EFEbE80F911dAFAC4Ef,8044,1,1,0,8044,0,8044.0,0,0.0,0,8044,13924
0x279A30dC83C43238aB3e2F247DeD8990bA82844D,2853086,3,0,3,0,2853086,0,951028.6666666666,0,702191.9274506713,1733086,0
0xcbF04EaC5a3443941CE6A41ff38D7E238406f0E4,2427075,2,1,1,260209,2166866,260209.0,2166866.0,0.0,0.0,2166866,0
0x23CA645fccFd4FFa167acd79857a63A68B3d67a8,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x54d5c3DE0a34e978bB023ee97809E3B32c81c3Ad,4611234,68,66,2,2305617,2305617,34933.59090909091,1152808.5,535.4072077392809,632191.5,1785000,0
0x480b9DEA52E053BEEFaC15ac3Dcb4c124475e024,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xD81c7064FebF3eBe4F64E6f35634035D62281DBF,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xf69c8d4F2f0Cfd264788C109ec47bc67c94653FC,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xB98dcbBbd0266427622F961cA94500DC4dB5273e,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x14e69109149c5179e8245DdAb7e4d93C141964fa,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xE046D1A56dB328481D17E24D1bf2dAc2cEcA2E9c,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xAC08614F20069AC4631486f6FE9838Ba80cfFe3b,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xb5cec7f562c0Fb024a2D041D41CeF9eB3DB2c91E,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xd08Ab6C67c83594A834982CEE9133e956703aE5D,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x00D1Af3b4e14501b9CB47c43667B1c47902Fb32a,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xaCe0885EC7acAE81c8A32f92FE098C087C0283d1,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x06BD9D21F1CA7ab920ECE0aE425634Ed73894B80,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xE9D54231D6f6759E45A517e3B9066e23F0CB73c7,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x05B77Cd509b98aA9a0421FC47b61adeBa5d34350,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x908d9d29A0c48B36FDCfa998B7eAb1694E4E0195,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x899544FF87C5e99D99d432d6Ac9647Cd1979cA85,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xAf1400e3d27046BBbfeE2b17aF732AB162dc6acA,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x81cCa53d760F6b7073624841ec2F274E147BA18D,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x0bEBf7a24B90162f341DaFaBcBFaee7FE99Fd0B1,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xDE693f7b3aeC8CA4e92833c453fc7Bcc373Cf96C,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x1742B1F1355aF5Ae9c95c53359eC96DDa9F5601c,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x8B6425258b9C4D8f86Db891aD6798401f7931153,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xD794742aeF5631CE46Fed5973254F87f88f0C4e8,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xB91C38bDf7475E791c1F8Ed0945114C73B4a7ba3,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x7e42Bb3FA90d256b4419040D1F79714E50372E06,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x90D214BB66862C32D2e704d167cf6EDC91b7A441,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x3203ff20E8649633194616d18F128a6456D62B4a,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x0c4569C5F9DCe58e40Ab9b1Ab1eC43ed275001aE,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x00A2fD1f64F4269904476eaB5adE2cA936ceCB69,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x87B929AC6C13b320Edc89a1F4c668AEd0b0744F1,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xb888d60F64427c89C0B478a7666E868Fb354039C,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xcB04917d5fb77a3C2143374aD9D555ddE49f7e6c,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x5ac7B0BeD26B3C8f2EF8bdE1FBa6F02248C52Bfb,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x178a3855489EF785E0d1CA9F9c8dFd9A6C41ff26,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xc4bb582Cb4b8f19337540D79763733Df037f27ce,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xe8b4DDd28826156e470859c04D4F682708D50262,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x835cF7d8e71bE801fcc3d5ddA6039dbc77D63621,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xF865d26752c72721b849fE9C781EF9c081aFA41F,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x41184B648e822078790A0e17F9564C459D32e65A,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xC679e0B06cF008F866F0fdBe0fa6DBa878d2202c,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x134DeFB970cf9A64E0392C41819550350C8B7e3C,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x15B404d92768F3E805b7E8b37A01107c76D7623E,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xb84EFf01fDa13E45f2Bad60539A094e31549Bb55,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xb644a9F8A813C0D0CEe9220aE33198a0633820AE,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xd2F56f5D8357F2CFD90F638c38E06517d1afF15a,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x2F1dc11ba6B2bCD091265A011b2757725edd0BE2,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x208d0701dD6dc6e85FbE630a9EC7F676CFA12D2A,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x34Da51579f4B1fa5cb3C716e936660770B5BC1F0,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x9A5cFF86379195312B59e0268AaF90Bd857F16cd,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x199B758a1eE51cF427Ba844863bb74DEB0fF4e9E,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x74ee84613837d0E2Eeb932017fDAbE86232960C5,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x6D5AAC0cFf866B39354cd4Ff0FB411FECb3b948E,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x29d4C9D771531B2ED928fbB23b40be7E0Ba7a590,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x88f155b51d0C46960daE7ea0726D1Ca33e0A30bB,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x36B97a67efFFAFbD17AB1Cf033e5D3Bcf0F16bdB,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xC7EC5Ab974C47CC3D33ad0E92Fd55Ba117c9c77E,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xeE115eCA54E4bCBf48ac04f79ECe274E36fa21c3,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x57da907720bE53c5f6f99aE03D52e802D592e7C7,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x5d2731d0EeBa40d8881a9064F02928A82628BF70,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xe57e033F6af990381eef88Ee95302D5e2f94c387,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x999AfaAf112C18D40e8D2FddF8e8300913b3d809,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x4Fa69051ec0d96bc871338D35a45c461b23738E3,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0xDD936994eeCA2ee8648Ee2dD0f8C6C4128B2ba5d,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x07e30cb4d8707A7A2780568e93cC7892c5F1c732,35000,1,0,1,0,35000,0,35000.0,0,0.0,35000,0
0x1BddF5d18872878eE619853630F6508B78749253,30617,1,0,1,0,30617,0,30617.0,0,0.0,30617,0
0x60AFC7AeC0f44F3416e1439A739980d2fF300440,2581617,1,1,0,2581617,0,2581617.0,0,0.0,0,2581617,2650417
0xec33F6bFf72F7328F7532d5B70F76047Ea3fdaba,1098448,8,8,0,1098448,0,137306.0,0,11905.251782301792,0,156355,1098448
0x8A9B042325df3eB2CC8E6B7e6Eb6C19D0E64D6a6,204400,2,1,1,102200,102200,102200.0,102200.0,0.0,0.0,102200,0
0xFFc0693DA60136700f4Ee1180A67F0948B1BaA19,1995600,2,1,1,997800,997800,997800.0,997800.0,0.0,0.0,997800,0
0xb7a8aF8450E1bc805e481fac23eA67f7f2d2652A,1995600,2,1,1,997800,997800,997800.0,997800.0,0.0,0.0,997800,0
0x88c7a2e87e822BbAb42F5bEffe6F52344a0263B0,22971980,6,3,3,11485990,11485990,3828663.3333333335,3828663.3333333335,3657125.9257540233,3657125.9257540233,8992630,0
0x88fC50577749BD27b242B578B8A0B6A738EB8683,22510375,13,3,10,11485990,11024385,3828663.3333333335,1102438.5,3657125.9257540233,1722303.3348885584,8992630,618110
0xe79F6334107a5Fca525104e11bD6ab9F160eDfd8,104374,2,1,1,52187,52187,52187.0,52187.0,0.0,0.0,52187,0
0x5B47b295176aB761B5423B3ebeeb54BeABA9d0c7,52187,1,1,0,52187,0,52187.0,0,0.0,0,52187,52187
0x5d3a165ED4C73c8049E7a3C4bd3963AfC31ccCf3,2187800,3,1,2,1093900,1093900,1093900.0,546950.0,0.0,43050.0,1093900,0
0x4d9B5806DC3F1A831ba832deF3A6B4025c54FF59,208885,4,0,4,0,208885,0,52221.25,0,31428.599995664776,100000,0
0x028Ab5c0F5cf1C4800BC9c601B0d42c7456C259A,212428,4,2,2,106214,106214,53107.0,53107.0,0.0,0.0,53107,0
0xB172CadfF56Fd532d81472391742e3Fe9147e40e,3668774,3,1,2,1497591,2171183,1497591.0,1085591.5,0.0,585591.5,1671183,0
0xD9408f29026E32852AFf8C5C9C8Ea834b44b4e1C,1041972,2,1,1,520986,520986,520986.0,520986.0,0.0,0.0,520986,0
0x736ACA81f2D9edf049c9f4a358fc90A34483B737,35000,2,1,1,17500,17500,17500.0,17500.0,0.0,0.0,17500,0
0xC585989A1e37a4aB36ED52476939D092Bc503471,8076,1,1,0,8076,0,8076.0,0,0.0,0,8076,8076
0x4D9D142B13fbA17b5eaD54448c84308102390158,19804,1,0,1,0,19804,0,19804.0,0,0.0,19804,0
0x01F95DED58a3404d744A87949cAB826D6B13f642,24400,2,1,1,12200,12200,12200.0,12200.0,0.0,0.0,12200,0
0x94Ac2C2928c296412901a1e0155eDF6f2546416c,24400,2,1,1,12200,12200,12200.0,12200.0,0.0,0.0,12200,0
0xe3Da7Ac6d2B2EDd697910732093A4DF9040220BD,106214,2,1,1,53107,53107,53107.0,53107.0,0.0,0.0,53107,0
0xc569ef09f3508A0c7A01337f337099bb2429729f,1035800,2,1,1,517900,517900,517900.0,517900.0,0.0,0.0,517900,0
0xB8001C3eC9AA1985f6c747E25c28324E4A361ec1,1068414,4,2,2,541900,526514,270950.0,263257.0,246950.0,219291.0,517900,15386
0x8b1cb9cd8BD0283c392e6fAbC3FB88C76f989093,1366269,5,5,0,1366269,0,273253.8,0,229358.95471195364,0,660860,1366269
0xD4Dcd2459BB78d7a645Aa7E196857D421b10D93F,7970987,13,3,10,5467721,2503266,1822573.6666666667,250326.6,74410.84096793663,349730.5636838737,1926600,12292624
0xC51e2a5dBa15dda5F922B54232fEf035308D18B4,186128,3,2,1,93064,93064,46532.0,93064.0,44999.0,0.0,93064,0
0x86199356FC5eE561eE64ecfE0De7Dd9ce55767c5,5000000,1,1,0,5000000,0,5000000.0,0,0.0,0,5000000,10000000
0x7bb592d57120088d11A551A24BC8E8578dAD4871,43067,2,0,2,0,43067,0,21533.5,0,21013.5,42547,2
0xe76A8D148479850dE44ac7Eb7796509830941C97,43067,2,2,0,43067,0,21533.5,0,21013.5,0,42547,43067
0xD2c35f140DA2D2b700e83030052e068d8743045A,194432,2,1,1,97216,97216,97216.0,97216.0,0.0,0.0,97216,0
0xa002fE1Cb6359eAa46609a556f6561d81365e1Fe,2238134,2,1,1,1119067,1119067,1119067.0,1119067.0,0.0,0.0,1119067,0
0x4BB71bf0C637a4eE7674138dB2eA6fC4d6133974,718836,3,3,0,718836,0,239612.0,0,38896.43096737797,0,290313,718836
0xE1A2cBC255d51E822c5935087BCFeDf789Ad1496,1063704,4,2,2,511573,552131,255786.5,276065.5,162431.5,275965.5,552031,0
0x1f4001207Df87Abb65DF00b3B733258871aC9467,3852186,4,1,3,1926093,1926093,1926093.0,642031.0,0.0,115704.26348526085,1926093,0
0x3DCD7562804d5bb18f133E3e9acCE616519AA12b,710778,2,2,0,710778,0,355389.0,0,352428.0,0,707817,968561
0xf45eB6639a9B391f5b28207A5f1Ae17592cF3CF7,33800,1,0,1,0,33800,0,33800.0,0,0.0,33800,0
0x6bc9272B7db610ea8727d60377768c8dAC994a11,33800,1,1,0,33800,0,33800.0,0,0.0,0,33800,33800
0x505987580015fBEB04F5B85660b302B4d626bC7F,3058494,1,1,0,3058494,0,3058494.0,0,0.0,0,3058494,3058494
0x77d462E927C54aa3217b824a8EbB444fBC0D93d5,7194404,2,1,1,3597202,3597202,3597202.0,3597202.0,0.0,0.0,3597202,0
0x57EE3AdD2E680F468a5ae3C0b6d8b0D3ACd921Ce,5721,1,1,0,5721,0,5721.0,0,0.0,0,5721,5721
0x0F4B19015CDc50082d6d95F7A942A9Ea0D8239b5,862598,2,1,1,431299,431299,431299.0,431299.0,0.0,0.0,431299,0
0x6FF8f88844D9f8b20Fce303E0DF3CCf9b6A38672,5248,1,1,0,5248,0,5248.0,0,0.0,0,5248,5248
0x26787A5601fFFA13fd421c927dE222aD572C50E7,2027456,3,2,1,1013728,1013728,506864.0,1013728.0,5675.0,0.0,1013728,0
0x5E2B27b25AC8739e3b324B99980033621b3f6633,1032328,2,1,1,516164,516164,516164.0,516164.0,0.0,0.0,516164,0
0xfB64d5dEa790996783540Fc8641E7F0e6A185465,3035,1,1,0,3035,0,3035.0,0,0.0,0,3035,3035
0xa1Cf5F211782A45776f125EbF83E71bC85533cBc,1601202,2,1,1,800601,800601,800601.0,800601.0,0.0,0.0,800601,0
0x2B50bb7E67C03e3FA7C6a8Fd14060878E323B5E4,97582,2,1,1,48791,48791,48791.0,48791.0,0.0,0.0,48791,0
0x17F6bB04EAC73968419e3aEB623d3F11d8cCD0CD,97582,2,1,1,48791,48791,48791.0,48791.0,0.0,0.0,48791,0
0x018cc3834A6fe409e217FA0EC1211C5C7Bfb83a9,20570,2,2,0,20570,0,10285.0,0,5135.0,0,15420,20570
0x3250A2576611f3bFbdeAd0005b9E3A2a1F6FAf50,1000000,1,1,0,1000000,0,1000000.0,0,0.0,0,1000000,1000000
0x5705c51ba439391A79Ebd86420cd295e899C08f6,16799,1,1,0,16799,0,16799.0,0,0.0,0,16799,16799
0xC302d00AB402dad479986160967875a7eE2D948d,405836,2,1,1,202918,202918,202918.0,202918.0,0.0,0.0,202918,0
0x6d467c331B81B75A379903Fe86898f700249f5FA,36810919,7,7,0,36810919,0,5258702.714285715,0,3358455.848696231,0,9861520,63501009
0x4000A69E1a07f57d3F61DaE7cF86D23eb6B0662c,2600000,1,1,0,2600000,0,2600000.0,0,0.0,0,2600000,5909800
0xEE459c9E50f5e2cB58D4D76f0B68f75C66A86650,491760,1,0,1,0,491760,0,491760.0,0,0.0,491760,0
0x7ED0Edfdf684B7b0DF1471f1bA5b3BAfD0bee26E,107,1,1,0,107,0,107.0,0,0.0,0,107,107
0x60FA0FF6444749AE5391d8402ba93F2C46CE4224,1051944,3,2,1,525972,525972,262986.0,525972.0,50121.0,0.0,525972,0
0x3bb34f3F577d72284C0C1C9bCb9EF8a6c4B836BE,99808,1,1,0,99808,0,99808.0,0,0.0,0,99808,147789
0xD9043A84c2a533Ff9AF2eedB87478492fe328C1A,5923606,5,2,3,2252621,3670985,1126310.5,1223661.6666666667,379160.5,316305.3623829704,1670985,2252621
0xA51cE68D5EF22231650110dDD83bca4535df8E68,7341970,6,3,3,3670985,3670985,1223661.6666666667,1223661.6666666667,316305.3623829704,316305.3623829704,1670985,0
0xb48f58936E95ef98CfAEdA9d225f4678DFa22916,3538000,4,2,2,1769000,1769000,884500.0,884500.0,100600.0,100600.0,985100,0
0xc31722df8D459ec0E87B34CE515CDd17f754E983,1735000,2,1,1,867500,867500,867500.0,867500.0,0.0,0.0,867500,0
0x216aa5e0F17A5C25cbf1aBe2A76d3aC4c3292D2A,197500,1,1,0,197500,0,197500.0,0,0.0,0,197500,197500
0x23529B46Bb5fdB9F9d0427e9a35115551b72581B,7799098,10,5,5,3899549,3899549,779909.8,779909.8,371810.02435512684,371810.02435512684,1157500,0
0x74c05cA3cE750Ad155771F79a7b4d0E88ffB2e5F,1240000,2,1,1,620000,620000,620000.0,620000.0,0.0,0.0,620000,0
0xdF8b7aceB7A720A1f66EC7797B735B94632794fE,7822000,4,2,2,3911000,3911000,1955500.0,1955500.0,755000.0,755000.0,2710500,0
0x3E0827f159feeE99d86b6a690BC5984537be58bd,340700,1,1,0,340700,0,340700.0,0,0.0,0,340700,340700
0x70A34f9Fb0fC90Ba44BB9aDfe3A71CEB9882253a,4382082,8,5,3,2191041,2191041,438208.2,730347.0,372264.4217555043,308161.45304801944,1157831,0
0x4ef94ba031212913E7688fD97c5145867d8Fcb52,3417600,2,1,1,1708800,1708800,1708800.0,1708800.0,0.0,0.0,1708800,0
0xd3F00384427Bae9e6cbaAB2245A52E9D84D950aF,5554000,2,1,1,2777000,2777000,2777000.0,2777000.0,0.0,0.0,2777000,0
0x33df0670007080a910e6a2e1810df61733Fe66bf,1708200,2,1,1,854100,854100,854100.0,854100.0,0.0,0.0,854100,0
0x6F9b13c16A9b0AfCe0fE43d2737DEB604C4442d1,1707400,2,1,1,853700,853700,853700.0,853700.0,0.0,0.0,853700,0
0xF71AfE21Cd32959113Fc47aE2EF886B43A9413d5,20000000,3,0,3,0,20000000,0,6666666.666666667,0,2399942.34560379,10000000,0
0x72E5263FF33D2494692D7F94A758aA9F82062F73,58205724,16,5,11,37998416,20207308,7599683.2,1837028.0,5510137.360769091,1538338.799373591,16999208,17791108
0x6503c3e96b1193c3314638296E77078408190024,33137336,7,4,3,16568668,16568668,4142167.0,5522889.333333333,3185440.390465579,3413350.4548880155,9515505,0
0xB5FB3c304E06Fe3773f3e6ba68a86AC16b97f579,3173600,3,2,1,1586800,1586800,793400.0,1586800.0,777500.0,0.0,1586800,0
0xb5F9C59De1b5CC89bB280a49a790FfF99e44a1B7,11106800,2,1,1,5553400,5553400,5553400.0,5553400.0,0.0,0.0,5553400,0
0xC41763da424733f2411410059797141413b8eA72,5720600,4,2,2,2860300,2860300,1430150.0,1430150.0,199450.0,199450.0,1629600,0
0xBb760b7BaA2314c76bED8A9E7a37e66f45ED97e9,347800,2,1,1,173900,173900,173900.0,173900.0,0.0,0.0,173900,0
0xc5241c82FCB084CB7f45C8dB63DD058c998512DD,967600,2,1,1,483800,483800,483800.0,483800.0,0.0,0.0,483800,0
0x1689a089AA12d6CbBd88bC2755E4c192f8702000,63806888,24,12,12,31903444,31903444,2658620.3333333335,2658620.3333333335,2299146.803302743,2299146.803302743,7000000,0
0x0c13DB3C27FD92493700d501E030bf8a5B788c57,22976400,4,2,2,11488200,11488200,5744100.0,5744100.0,3078000.0,3078000.0,8822100,0
0xD945bD261392702DddB8783FD06b850cc22AC19d,888573,2,1,1,498573,390000,498573.0,390000.0,0.0,0.0,498573,896841
0x589590EFc7F22ac65bd6947F950e925f4B4d81e8,780000,2,1,1,390000,390000,390000.0,390000.0,0.0,0.0,390000,0
0xDC2547f28fF2768f1F8e779ACA91aB408b37f382,294158,7,6,1,147079,147079,24513.166666666668,147079.0,23870.292390449587,0.0,147079,0
0x005E41FBa056ACbb17386Ce0eaAeB9Ddc1B9b7f7,719940000,12,6,6,359970000,359970000,59995000.0,59995000.0,23094010.76758503,23094010.76758503,89995000,0
0x3451975f3eD43308e54343d5EcC1C45d4c0e24e8,391076,1,0,1,0,391076,0,391076.0,0,0.0,391076,0
0x1B18382F7c1D527aE21F1667b94B8Fd3815ECcD2,1998416,2,1,1,999208,999208,999208.0,999208.0,0.0,0.0,999208,0
0x3AA228a80F50763045BDfc45012dA124Bd0a6809,19536,2,1,1,9768,9768,9768.0,9768.0,0.0,0.0,9768,0
0x3208684f96458c540Eb08F6F01b9e9afb2b7d4f0,19536,2,1,1,9768,9768,9768.0,9768.0,0.0,0.0,9768,1
0xAAe841bf96cf87aF8Ce6A74AcE899efb8f6AeaDe,14815,2,2,0,14815,0,7407.5,0,2360.5,0,9768,14815
0xFAc7148d01960B43e56fa2E0D6228B5c55fd5767,5230632,2,1,1,2615316,2615316,2615316.0,2615316.0,0.0,0.0,2615316,0
0xBFCd86e36D947A9103A7D4a95d178A432723d6aD,165123907,19,8,11,76279036,88844871,9534879.5,8076806.454545454,15165371.27910246,10037596.751870135,39693460,0
0x974026E01660D11B5b5F08394806b619702Ac35C,174246379,58,11,47,88844871,85401508,8076806.454545454,1817053.3617021276,10037596.751870135,5775074.08817849,32000000,3443363
0x5E0ebb51427FA378e977cf39E756a67475d82e16,69686,3,2,1,34843,34843,17421.5,34843.0,455.5,0.0,34843,0
0x75FA78E564906A37c6c15a5b19f161322C3eB9B5,4257246,1,0,1,0,4257246,0,4257246.0,0,0.0,4257246,0
0xcB7292c4d94D73F84172C5dd280baE6eed48c273,8514492,2,1,1,4257246,4257246,4257246.0,4257246.0,0.0,0.0,4257246,0
0x4FF4f78d55e3eB836950E0311Aa0eEA704D42c12,35005224,3,2,1,18006016,16999208,9003008.0,16999208.0,7996200.0,0.0,16999208,1006808
0x5539613b23d715B47317406d468b86Cb3Ee5f2e6,571071,1,1,0,571071,0,571071.0,0,0.0,0,571071,571071
0x150d9A4D693bB45f3AaC3d4468aE8b055386288d,12242,1,1,0,12242,0,12242.0,0,0.0,0,12242,12242
0x0Ef878450C8FF6724CB2E719D9d8e401559B2d5f,4249310,2,1,1,2124655,2124655,2124655.0,2124655.0,0.0,0.0,2124655,0
0xd73518A1021C7d9a5B95C243f794718A9878b7C7,46086,1,1,0,46086,0,46086.0,0,0.0,0,46086,46086
0x780eBa76cA789cbdBea5ba270F6f2579718321c7,403305,1,1,0,403305,0,403305.0,0,0.0,0,403305,862552
0xb8d7B32aDa3A61Bc864e76347a7912989E292B37,509100,3,2,1,125600,383500,62800.0,383500.0,1900.0,0.0,383500,0
0x00853f8677fe3441322756971ec173b71A501272,148250104,61,33,28,74125052,74125052,2246213.696969697,2647323.285714286,2788277.1516546924,2620845.699960972,14600895,0
0x7D77797d0a0Cac72023f385935F34d709419f571,3044988,6,4,2,1522494,1522494,380623.5,761247.0,157981.95847390295,226563.0,987810,0
0xaB596adCDe5b10F8804a83b37b16311Ab4F8E40E,250302,1,1,0,250302,0,250302.0,0,0.0,0,250302,250302
0x8180e4c1f3D56b4f171B95C4a7CdAe3FeBc6bA33,974114,1,0,1,0,974114,0,974114.0,0,0.0,974114,0
0x8bE9bE7d6463065aaCF2718815e58ac4Ee89275C,1948228,2,1,1,974114,974114,974114.0,974114.0,0.0,0.0,974114,0
0x2d995DE72d6cF06C8d3ce891A49Be65D5c76dEA3,14592864,5,5,0,14592864,0,2918572.8,0,436024.8168420692,0,3734534,14592864
0xed14f99C8Ef5c7302Dcb2B0A45072f2Af95b25e6,1520372,1,0,1,0,1520372,0,1520372.0,0,0.0,1520372,0
0xba5a2aD4436e5c6F8e2532a20961226E9BBfB607,3040744,2,1,1,1520372,1520372,1520372.0,1520372.0,0.0,0.0,1520372,0
0xfA4E3eC7d587C6F80381AF6f9a6fcE393D0B1c28,81400,6,5,1,40700,40700,8140.0,40700.0,4864.401299235086,0.0,40700,0
0xDD91E70BB95B9E229082178fA1b4b4D3833E5153,928621,1,1,0,928621,0,928621.0,0,0.0,0,928621,928621
